"","V1","V2","V3","V4","V5","V6","V7"
"1",0,3.55431510694523,2.35604248015044,2.75219203860859,1.50194633481854,0,0
"2",1,6.49922843016418,3.53981931304296,2.66457191505092,2.65404950120303,0,0
"3",2,4.22186099295817,1.40675909303079,1.76513154673484,1.3198797733999,0,0
"4",3,4.04592113010933,1.16014358505793,1.41644295795406,1.03272236245117,0,0
"5",4,5.60229258455002,2.14948244112172,2.89773032405446,2.13519469510839,0,0
"6",5,2.09507555872398,0.364707220186512,3.61826030487152,0.331821418511141,0,0
"7",6,3.36310426190666,3.35068148267135,5.94577790735317,3.12283925904446,0,0
"8",7,13.8629983814575,10.2555727265927,4.07579736767589,4.075964387479,0,0
"9",8,6.89975508898529,2.96994243376409,3.51582523571059,2.64410692908335,0,0
"10",9,6.87093192400339,5.16088238754869,5.26191743819022,4.65185547000155,0,0
"11",10,5.13701679032293,3.19965057455844,1.69869055691109,1.66355745196047,0,0
"12",11,0.824343324396045,0.651124604511382,2.08383656398559,0.378919720151884,0,0
"13",12,3.61567167122673,3.61567167124387,13.5582745938963,3.61567175685847,0,0
"14",14,8.66327448499136,4.64558764783449,2.73575782447595,2.73575782448608,0,0
"15",15,1.78083401144355,0.530511389747714,2.56689516167437,0.530511389700313,0,0
"16",16,3.26029980290568,2.23319018809535,3.74106905709868,1.79568293403442,0,0
"17",17,9.93413736816753,4.38284970782284,3.36889362520635,3.32639509559017,0,0
"18",18,4.2097950814181,1.87464256920489,3.09606790353864,1.8746425693194,0,0
"19",19,13.0564422607655,8.53855592324559,7.3891124222926,7.38911251437774,0,0
"20",20,4.46265201921248,3.97606394528276,2.18885849253706,1.8906611589359,0,0
"21",21,1.20372901182869,0.284429797973338,3.55753228733799,0.269110608940091,0,0
"22",22,11.9162354147996,6.63378005808886,4.49188564349703,4.49235111824647,0,0
"23",23,11.3498511116704,7.82868587068451,4.50361392580488,4.50360139104067,0,0
"24",24,12.8027742724904,9.26630858031371,4.09984047002565,4.10005375950055,0,0
"25",25,4.3147963064442,3.71789710308712,3.36219393104727,2.52722930834214,0,0
"26",26,2.68479802045087,0.576967106835656,2.20456443922195,0.5070039447763,0,0
"27",27,14.80520789645,6.81394766928459,4.20945315711106,4.20965266968238,0,0
"28",28,8.23281469121091,8.00589428658147,2.97770464950684,2.97695518313903,0,0
"29",29,17.1878372933862,7.8016572324078,7.10853727960282,7.10886383434938,0,0
"30",30,2.26478133978924,0.962721933841245,3.49716174103213,0.85715448670851,0,0
"31",32,4.205674100451,3.33214770930529,1.39856856496653,1.16759882030967,0,0
"32",33,6.57684256696292,5.42181326355919,2.87618273201609,2.86871800809072,0,0
"33",34,7.81753926714587,7.81753926714607,14.1559051985978,7.81717893330724,0,0
"34",35,0.385713144475062,0.21419633795427,4.49776975183336,0.152200274558409,0,0
"35",36,14.56819963293,7.59886784153873,3.98575781267926,3.98573625260241,0,0
"36",37,2.11264012967173,1.96572453342085,6.94186114230235,1.71662501276733,0,0
"37",38,15.1439712580549,13.4871256906037,3.25378030904932,3.25391202758598,0,0
"38",39,4.63875607110995,4.61027228343284,2.67480879777663,2.33051096716526,0,0
"39",40,0.0174207587529425,0.0153044602219354,5.99909804504707,0.0152977503370015,0,0
"40",42,9.60497151082037,6.97440802346392,6.73825370177539,6.29528965061309,0,0
"41",43,3.00136969664635,0.767866728062276,1.47765427009664,0.733847205299414,0,0
"42",44,1.30236009093648,0.345405793719122,2.59689236875066,0.261715698869422,0,0
"43",45,2.04508390518918,1.65504973289201,2.48693407549278,0.676306363286708,0,0
"44",46,0.760430951726031,0.752091955315664,6.66739933588108,0.752091955315636,0,0
"45",48,2.11513374485754,1.30884926540458,1.23782043257396,0.340045384696116,0,0
"46",49,10.0482649405819,4.78672619942455,3.68214645092758,3.60243962432566,0,0
"47",50,3.48486226997757,1.24118119828586,3.56589769982324,1.22122588215198,0,0
"48",51,2.18584463283345,1.54281881148382,2.04773599698993,0.791315162278323,0,0
"49",52,4.40948428373487,1.89311369423062,1.52219288328436,1.26407090694661,0,0
"50",53,5.26020215341305,1.4404667172133,3.04651982159295,1.4404265575673,0,0
"51",54,2.55009006982753,1.04792318049134,2.23842251356037,0.736706984100522,0,0
"52",55,6.6781186351257,2.49792026102716,1.72788605082609,1.5683461073798,0,0
"53",56,3.27552932138445,1.74971299243923,1.81066579649118,1.13485436645129,0,0
"54",57,8.1591992470325,6.43341202063225,8.16230745786573,5.79896335017863,0,0
"55",58,1.9954407289956,1.58180380992484,1.78238537252868,0.591794292977676,0,0
"56",59,1.40895672450429,0.695172282635005,2.51151251633538,0.584330459492131,0,0
"57",60,5.75097924167247,3.26852265075255,3.99717612953638,3.14833831154702,0,0
"58",61,4.82785129883822,2.4731358484059,3.70322274405655,2.09470486793211,0,0
"59",62,3.39054242378657,2.45451727554974,3.32765269768414,1.40012723796159,0,0
"60",63,2.41637807469131,0.469424880558444,1.54445839353616,0.45611216531929,0,0
"61",64,17.3792813753439,12.1399671494313,10.2028071307816,10.2031061408605,0,0
"62",65,6.2738866036885,6.1550149344806,12.7773485894189,6.14332374953675,0,0
"63",66,14.1641886885503,12.0757210906596,8.57192300039391,8.37770751038423,0,0
"64",67,2.98645798392562,2.08885153693571,1.90075935610919,0.791966854830044,0,0
"65",68,13.3689206586312,8.44412277126553,6.8562734219096,6.8565257281473,0,0
"66",69,4.25788350093337,1.27665808758987,1.47335051009019,1.15080508821304,0,0
"67",70,2.02739698473667,0.528969487461766,2.48282172463869,0.505392676050123,0,0
"68",71,15.6116211015402,11.3513288601402,5.2834375663339,5.28364610662504,0,0
"69",72,4.43155389820387,1.56626795625824,1.97003919554994,1.4558222231639,0,0
"70",73,3.6008981771694,1.43122783984289,2.21612036968903,1.02115940030532,0,0
"71",74,1.90949530833324,1.83663550240558,5.59022087028189,1.60505194971202,0,0
"72",75,5.28337137059414,3.79120657522724,2.17617839013206,2.01432328262212,0,0
"73",76,15.5487398696688,11.351425161845,8.09437670854695,8.09437670854691,0,0
"74",77,0.407609078003867,0.083426804974269,4.75749634334046,0.0492988202443852,0,0
"75",78,1.75266443913696,0.521022999355204,3.02926291751714,0.420881251590066,0,0
"76",79,13.4006411015356,11.1554618556985,4.37434686300389,4.37449719744075,0,0
"77",80,3.86312391836374,1.44107758264043,1.14512173978921,0.401954005734732,0,0
"78",81,4.2979960538958,1.38029293294441,1.93697093748532,1.32658621323522,0,0
"79",82,9.25446650844236,2.71551257766371,2.48460065646034,2.37812381164399,0,0
"80",83,1.39676073097423,0.296546051079541,3.46555207902451,0.24485331834775,0,0
"81",84,0.970151896301528,0.766609129178948,1.67942635726192,0.531634145749842,0,0
"82",86,4.42825289506234,2.01379403177845,2.77028028130602,1.9272750855519,0,0
"83",87,1.53903909302704,0.645989349292553,3.95653369404589,0.638821708682059,0,0
"84",88,7.95430520103618,2.87195186246026,2.19077950156148,2.11075667161539,0,0
"85",89,3.43822554310894,2.75354541144757,2.14108307284217,1.31797371828838,0,0
"86",90,3.0009255623947,3.00092556239739,2.1015778515538,1.74647155208598,0,0
"87",91,6.24049975804187,5.53731859269178,2.69733503457255,2.45592738618919,0,0
"88",92,9.43906392485945,3.73072170348088,1.57022668368995,1.57022672824047,0,0
"89",93,4.1960686927237,1.38430005602805,1.48016387973571,0.883208786171501,0,0
"90",94,7.70792622086048,5.33883565149867,2.92936877074732,2.60077072129882,0,0
"91",95,14.533862895922,6.78952390089941,3.36373678945631,3.36403422679323,0,0
"92",96,0.108642008184827,0.10007816794654,7.82187953332994,0.100078167946534,0,0
"93",97,2.38300499189326,1.75793994807741,3.00320353577116,1.37336266166192,0,0
"94",98,5.77380137445228,2.75617466247923,2.4856451624974,2.07696110560129,0,0
"95",99,6.90199996384156,3.93235208753575,6.31280615260164,3.90362013346738,0,0
